WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
12;61;01;1;0950463;03170;ul.;Cygańska;;2021-11-27
12;61;01;1;0950463;03192;ul.;Cyprysów;;2021-11-27
12;61;01;1;0950463;03206;ul.;Cystersów;;2021-11-27
12;61;01;1;0950463;03221;ul.;Czackiego;Tadeusza;2021-11-27
12;61;01;1;0950463;03224;ul.;Czajek;;2021-11-27
12;61;01;1;0950463;03233;ul.;Czajkowskiego;Józefa;2021-11-27
12;61;01;1;0950463;03236;ul.;Czajna;;2021-11-27
12;61;01;1;0950463;03242;ul.;Czapińskiego;Kazimierza;2021-11-27
12;61;01;1;0950463;03247;ul.;Czaplickiego;Władysława;2021-11-27
12;61;01;1;0950463;03257;ul.;Czapskich;;2021-11-27
12;61;01;1;0950463;03283;ul.;Czarnieckiego;Stefana;2021-11-27
12;61;01;1;0950463;03287;ul.;Czarnochowicka;;2021-11-27
12;61;01;1;0950463;03291;ul.;Czarnogórska;;2021-11-27
12;61;01;1;0950463;03295;ul.;Czarnolaska;;2021-11-27
12;61;01;1;0950463;03302;ul.;Czarnowiejska;;2021-11-27
12;61;01;1;0950463;03315;ul.;Czarodziejska;;2021-11-27
12;61;01;1;0950463;03333;ul.;Czecha;Bronisława;2021-11-27
12;61;01;1;0950463;03336;ul.;Czechosłowacka;;2021-11-27
12;61;01;1;0950463;03344;ul.;Czechowicza;Szymona;2021-11-27
12;61;01;1;0950463;27657;ul.;Czeczeńska;;2021-11-27
12;61;01;1;0950463;03352;ul.;Czeczotta;Henryka;2021-11-27
12;61;01;1;0950463;42273;ul.;Czeczów;Henryka i Karola;2021-11-27
12;61;01;1;0950463;03363;ul.;Czeladnicza;;2021-11-27
12;61;01;1;0950463;32311;ul.;Czepca;Błażeja;2021-11-27
12;61;01;1;0950463;52991;ul.;Czeppe;Profesora Zdzisława;2021-11-27
12;61;01;1;0950463;03371;ul.;Czeremchowa;;2021-11-27
12;61;01;1;0950463;03376;ul.;Czereśniowa;;2021-11-27
12;61;01;1;0950463;03403;ul.;Czerska;;2021-11-27
12;61;01;1;0950463;03412;ul.;Czerwiakowskiego;Rafała;2021-11-27
12;61;01;1;0950463;03416;ul.;Czerwieńskiego;Bolesława;2021-11-27
12;61;01;1;0950463;03425;ul.;Czerwona;;2021-11-27
12;61;01;1;0950463;03430;ul.;Czerwone Maki;;2021-11-27
12;61;01;1;0950463;03432;ul.;Czerwonego Kapturka;;2021-11-27
12;61;01;1;0950463;03435;ul.;Czerwonego Prądnika;;2021-11-27
12;61;01;1;0950463;03468;ul.;Czołgistów;;2021-11-27
12;61;01;1;0950463;03471;ul.;Czorsztyńska;;2021-11-27
12;61;01;1;0950463;41367;ul.;Czuchajowskiego;Bolesława;2021-11-27
12;61;01;1;0950463;28998;ul.;Czuchnowskiego;Mariana;2021-11-27
12;61;01;1;0950463;03496;ul.;Czwartaków;;2021-11-27
12;61;01;1;0950463;28988;ul.;Czyrniańskiego;Emiliana;2021-11-27
12;61;01;1;0950463;03513;ul.;Czysta;;2021-11-27
12;61;01;1;0950463;03530;ul.;Czyżewskiego;Tytusa;2021-11-27
12;61;01;1;0950463;03532;ul.;Czyżówka;;2021-11-27
12;61;01;1;0950463;03536;ul.;Czyżyków;;2021-11-27
12;61;01;1;0950463;03537;ul.;Czyżyńska;;2021-11-27
12;61;01;1;0950463;03542;ul.;Ćwiklińskiej;Mieczysławy;2021-11-27
12;61;01;1;0950463;03543;ul.;Ćwikłowa;;2021-11-27
12;61;01;1;0950463;03551;ul.;Dajwór;;2021-11-27
12;61;01;1;0950463;03557;ul.;Daleka;;2021-11-27
12;61;01;1;0950463;03566;ul.;Daliowa;;2021-11-27
12;61;01;1;0950463;03582;ul.;Danalówka;;2021-11-27
12;61;01;1;0950463;03596;ul.;Daniłowskiego;Gustawa;2021-11-27
12;61;01;1;0950463;03600;ul.;Danka;Wincentego;2021-11-27
12;61;01;1;0950463;49116;ul.;Dantyszka;Biskupa Jana;2021-11-27
12;61;01;1;0950463;03606;ul.;Danusi Jurandówny;;2021-11-27
12;61;01;1;0950463;03613;ul.;Darasza;Wojciecha;2021-11-27
12;61;01;1;0950463;03624;ul.;Darwina;Karola;2021-11-27
12;61;01;1;0950463;03641;ul.;Dauna;Alfreda;2021-11-27
12;61;01;1;0950463;03654;ul.;Dąbka;płk. Stanisława;2021-11-27
12;61;01;1;0950463;03660;ul.;Dąbrowa;;2021-11-27
12;61;01;1;0950463;03667;ul.;Dąbrowskiego;;2021-11-27
12;61;01;1;0950463;03691;ul.;Dąbrowskiej;Marii;2021-11-27
12;61;01;1;0950463;03701;ul.;Dąbrówki;;2021-11-27
12;61;01;1;0950463;03704;ul.;Dąbska;;2021-11-27
12;61;01;1;0950463;03727;ul.;Dekarzy;;2021-11-27
12;61;01;1;0950463;03730;ul.;Dekerta;Jana;2021-11-27
12;61;01;1;0950463;58561;ul.;Deli;Generała Feliksa;2021-11-27
12;61;01;1;0950463;54615;ul.;Demetrykiewicza;prof. Włodzimierza;2021-11-27
12;61;01;1;0950463;03762;ul.;Deotymy;;2021-11-27
12;61;01;1;0950463;28534;ul.;Dercza;ks. Władysława;2021-11-27
12;61;01;1;0950463;03773;ul.;Dereniowa;;2021-11-27
12;61;01;1;0950463;03782;ul.;Deszczowa;;2021-11-27
12;61;01;1;0950463;03792;ul.;Dębickiego;Stanisława;2021-11-27
12;61;01;1;0950463;03805;ul.;Dębnicka;;2021-11-27
12;61;01;1;0950463;30257;ul.;Dęboroga;;2021-11-27
12;61;01;1;0950463;03811;ul.;Dębowa;;2021-11-27
12;61;01;1;0950463;03822;ul.;Dębskiego;Macieja;2021-11-27
12;61;01;1;0950463;03834;ul.;Dietla;Józefa;2021-11-27
12;61;01;1;0950463;03839;ul.;Długa;;2021-11-27
12;61;01;1;0950463;03851;ul.;Długosza;Jana;2021-11-27
12;61;01;1;0950463;03868;ul.;Dmowskiego;Romana;2021-11-27
12;61;01;1;0950463;03880;ul.;Do Fortu;;2021-11-27
12;61;01;1;0950463;03884;ul.;Do Groty;;2021-11-27
12;61;01;1;0950463;03894;ul.;Do Luboni;;2021-11-27
12;61;01;1;0950463;03896;ul.;Do Obserwatorium;;2021-11-27
12;61;01;1;0950463;03902;ul.;Do Przystani;;2021-11-27
12;61;01;1;0950463;03910;ul.;Do Wilgi;;2021-11-27
12;61;01;1;0950463;03911;ul.;Do Wisły;;2021-11-27
12;61;01;1;0950463;03915;ul.;Dobczycka;;2021-11-27
12;61;01;1;0950463;03928;ul.;Dobra;;2021-11-27
12;61;01;1;0950463;03939;ul.;Dobrego Pasterza;;2021-11-27
12;61;01;1;0950463;03959;ul.;Dobrowolskiego;Antoniego;2021-11-27
12;61;01;1;0950463;49978;ul.;Dobry Początek;;2021-11-27
12;61;01;1;0950463;28515;ul.;Dobrzyckiego;Jerzego;2021-11-27
12;61;01;1;0950463;04003;ul.;Dojazdowa;;2021-11-27
12;61;01;1;0950463;34246;ul.;Doktora Judyma;;2021-11-27
12;61;01;1;0950463;04016;ul.;Dolina;;2021-11-27
12;61;01;1;0950463;04032;ul.;Dolińskiego;Jarosława;2021-11-27
12;61;01;1;0950463;04034;ul.;Dolna;;2021-11-27
12;61;01;1;0950463;04051;ul.;Dolnomłyńska;;2021-11-27
12;61;01;1;0950463;04058;ul.;Dolnych Młynów;;2021-11-27
12;61;01;1;0950463;04073;ul.;Domagały;Mariana;2021-11-27
12;61;01;1;0950463;04094;ul.;Domeyki;Ignacego;2021-11-27
12;61;01;1;0950463;04101;ul.;Dominikanów;;2021-11-27
12;61;01;1;0950463;04102;ul.;Dominikańska;;2021-11-27
12;61;01;1;0950463;04106;ul.;Domki;;2021-11-27
12;61;01;1;0950463;04109;ul.;Domowa;;2021-11-27
12;61;01;1;0950463;04127;ul.;Doroszewskiego;Witolda;2021-11-27
12;61;01;1;0950463;54339;ul.;Dowgiałło;Stanisławy;2021-11-27
12;61;01;1;0950463;04151;ul.;Dożynkowa;;2021-11-27
12;61;01;1;0950463;04177;ul.;Drewniana;;2021-11-27
12;61;01;1;0950463;53001;ul.;Droga Do Zamku;;2021-11-27
12;61;01;1;0950463;38399;ul.;Droga nad Białuchą;;2021-11-27
12;61;01;1;0950463;28296;ul.;Droga Rokadowa;;2021-11-27
12;61;01;1;0950463;35678;ul.;Drozdowskich;Karola i Jerzego;2021-11-27
12;61;01;1;0950463;04264;ul.;Drożdżowa;;2021-11-27
12;61;01;1;0950463;04266;ul.;Drożyna;;2021-11-27
12;61;01;1;0950463;04268;ul.;Drożyska;;2021-11-27
12;61;01;1;0950463;04270;ul.;Dróżka;;2021-11-27
12;61;01;1;0950463;04271;ul.;Dróżnicka;;2021-11-27
12;61;01;1;0950463;30672;ul.;Druhny Hanki;;2021-11-27
12;61;01;1;0950463;04279;ul.;Drukarska;;2021-11-27
12;61;01;1;0950463;04283;ul.;Druskiennicka;;2021-11-27
12;61;01;1;0950463;04284;ul.;Drużbackiej;Elżbiety;2021-11-27
12;61;01;1;0950463;04314;ul.;Drzymały;;2021-11-27
12;61;01;1;0950463;04337;ul.;Dubois;Stanisława;2021-11-27
12;61;01;1;0950463;04347;ul.;Duchacka;;2021-11-27
12;61;01;1;0950463;04366;ul.;Dukatów;;2021-11-27
12;61;01;1;0950463;04391;ul.;Dunajewskiego;Juliana;2021-11-27
12;61;01;1;0950463;26984;ul.;Dunikowskiego;Xawerego;2021-11-27
12;61;01;1;0950463;04400;ul.;Dunin-Wąsowicza;rtm. Zbigniewa;2021-11-27
12;61;01;1;0950463;04419;ul.;Duża Góra;;2021-11-27
12;61;01;1;0950463;04429;ul.;Dwernickiego;gen. Józefa;2021-11-27
12;61;01;1;0950463;04434;ul.;Dworcowa;;2021-11-27
12;61;01;1;0950463;04442;ul.;Dworna;;2021-11-27
12;61;01;1;0950463;04446;ul.;Dworska;;2021-11-27
12;61;01;1;0950463;31751;ul.;Dworski Ogród;;2021-11-27
12;61;01;1;0950463;04452;ul.;Dworzec;;2021-11-27
12;61;01;1;0950463;04485;ul.;Dybowskiego;Benedykta;2021-11-27
12;61;01;1;0950463;04504;ul.;Dymarek;;2021-11-27
12;61;01;1;0950463;34372;ul.;Dymnik;;2021-11-27
12;61;01;1;0950463;29288;ul.;Dytmara;Sołtysa;2021-11-27
12;61;01;1;0950463;04572;ul.;Działkowa;;2021-11-27
12;61;01;1;0950463;28297;ul.;Działowskiego;Stanisława;2021-11-27
12;61;01;1;0950463;04619;ul.;Dziekanowicka;;2021-11-27
12;61;01;1;0950463;04626;ul.;Dzielna;;2021-11-27
12;61;01;1;0950463;04629;ul.;Dzielskiego;Mirosława;2021-11-27
12;61;01;1;0950463;04657;ul.;Dziewanny;;2021-11-27
12;61;01;1;0950463;04661;ul.;Dziewiarzy;;2021-11-27
12;61;01;1;0950463;04688;ul.;Dzikiej Róży;;2021-11-27
12;61;01;1;0950463;52955;ul.;Dźwigońskiego;Księdza Franciszka;2021-11-27
12;61;01;1;0950463;55370;ul.;Eden;;2021-11-27
12;61;01;1;0950463;04739;ul.;Ehrenberga;Gustawa;2021-11-27
12;61;01;1;0950463;31116;ul.;Eibischa;Eugeniusza;2021-11-27
12;61;01;1;0950463;04743;ul.;Eisenberga;Filipa;2021-11-27
12;61;01;1;0950463;30669;ul.;Ekielskiego;Władysława;2021-11-27
12;61;01;1;0950463;04785;ul.;Elsnera;Józefa;2021-11-27
12;61;01;1;0950463;04797;ul.;Emaus;;2021-11-27
12;61;01;1;0950463;52196;ul.;Eminowicza;Marka;2021-11-27
12;61;01;1;0950463;53020;ul.;Emira;Porucznika;2021-11-27
12;61;01;1;0950463;48392;inne;Estakada gen. pil. Mateusza Iżyckiego;;2021-11-27
12;61;01;1;0950463;38401;inne;Estakada gen. Tadeusza Rozwadowskiego;;2021-11-27
12;61;01;1;0950463;48393;inne;Estakada im. Jacka Kaczmarskiego;;2021-11-27
12;61;01;1;0950463;38396;inne;Estakada Obrońców Lwowa;;2021-11-27
12;61;01;1;0950463;04830;ul.;Estery;;2021-11-27
12;61;01;1;0950463;04833;ul.;Estońska;;2021-11-27
12;61;01;1;0950463;04836;ul.;Estreicherów;;2021-11-27
12;61;01;1;0950463;04861;ul.;Fabijańskich;Erazma i Stanisława;2021-11-27
12;61;01;1;0950463;04863;ul.;Fabryczna;;2021-11-27
12;61;01;1;0950463;04870;ul.;Facimiech;;2021-11-27
12;61;01;1;0950463;04879;ul.;Falista;;2021-11-27
12;61;01;1;0950463;04885;ul.;Falowa;;2021-11-27
12;61;01;1;0950463;04889;ul.;Fałata;Juliana;2021-11-27
12;61;01;1;0950463;04890;ul.;Fałęcka;;2021-11-27
12;61;01;1;0950463;04894;ul.;Familijna;;2021-11-27
12;61;01;1;0950463;04905;ul.;Farmaceutów;;2021-11-27
12;61;01;1;0950463;04916;ul.;Fatimska;;2021-11-27
12;61;01;1;0950463;04919;ul.;Faustyny;Siostry;2021-11-27
12;61;01;1;0950463;46928;ul.;Federowicza;Jana Kantego;2021-11-27
12;61;01;1;0950463;04927;ul.;Fedkowicza;Jerzego;2021-11-27
12;61;01;1;0950463;04936;ul.;Feldmana;Wilhelma;2021-11-27
12;61;01;1;0950463;04937;ul.;Felicjanek;;2021-11-27
12;61;01;1;0950463;52792;ul.;Felińskiego;Arcybiskupa Zygmunta Szczęsnego;2021-11-27
12;61;01;1;0950463;35330;ul.;Fenn'a;Sereno;2021-11-27
12;61;01;1;0950463;04957;ul.;Fertnera;Antoniego;2021-11-27
12;61;01;1;0950463;35323;ul.;Fieldorfa-Nila;gen. Augusta;2021-11-27
12;61;01;1;0950463;27658;ul.;Figlewicza;ks. Kazimierza;2021-11-27
12;61;01;1;0950463;04993;ul.;Filarecka;;2021-11-27
12;61;01;1;0950463;05001;ul.;Filipa;św.;2021-11-27
12;61;01;1;0950463;39922;ul.;Filipowicza;Generała Juliana;2021-11-27
12;61;01;1;0950463;05015;ul.;Filtrowa;;2021-11-27
12;61;01;1;0950463;05027;ul.;Fiołkowa;;2021-11-27
12;61;01;1;0950463;05043;ul.;Fiszera;;2021-11-27
12;61;01;1;0950463;28528;ul.;Flame;Henryka;2021-11-27
12;61;01;1;0950463;05058;ul.;Flanka;Leopolda;2021-11-27
12;61;01;1;0950463;05069;ul.;Flisacka;;2021-11-27
12;61;01;1;0950463;05078;ul.;Florera;Romana;2021-11-27
12;61;01;1;0950463;05085;ul.;Floriańska;;2021-11-27
12;61;01;1;0950463;36305;ul.;Florkowskiego;Walentego;2021-11-27
12;61;01;1;0950463;05109;ul.;Folwarczna;;2021-11-27
12;61;01;1;0950463;05133;ul.;Forteczna;;2021-11-27
12;61;01;1;0950463;05142;ul.;Fosa;;2021-11-27
12;61;01;1;0950463;05151;ul.;Franciszkańska;;2021-11-27
12;61;01;1;0950463;52002;ul.;Frassati-Gawrońskiej;Luciany;2021-11-27
12;61;01;1;0950463;05172;ul.;Fredry;Aleksandra;2021-11-27
12;61;01;1;0950463;29614;ul.;Freege'go;Emila;2021-11-27
12;61;01;1;0950463;05185;ul.;Friedleina;Józefa;2021-11-27
12;61;01;1;0950463;05191;ul.;Frycza;Karola;2021-11-27
12;61;01;1;0950463;05193;ul.;Frycza-Modrzewskiego;Andrzeja;2021-11-27
12;61;01;1;0950463;28989;ul.;Gacki;;2021-11-27
12;61;01;1;0950463;05234;ul.;Gadomskiego;Walerego;2021-11-27
12;61;01;1;0950463;05242;ul.;Gaik;;2021-11-27
12;61;01;1;0950463;05264;ul.;Gajocha;Jana;2021-11-27
12;61;01;1;0950463;05265;ul.;Gajowa;;2021-11-27
12;61;01;1;0950463;05267;ul.;Gajówka;;2021-11-27
12;61;01;1;0950463;05272;ul.;Galaktyczna;;2021-11-27
12;61;01;1;0950463;28141;ul.;Galicyjska;;2021-11-27
12;61;01;1;0950463;05300;ul.;Gałczyńskiego;Konstantego Ildefonsa;2021-11-27
12;61;01;1;0950463;33376;ul.;Gałęzowskiego;Józefa;2021-11-27
12;61;01;1;0950463;05313;ul.;Gandhiego;Mahatmy;2021-11-27
12;61;01;1;0950463;05320;ul.;Garbarska;;2021-11-27
12;61;01;1;0950463;05335;ul.;Garczyńskiego;Stefana;2021-11-27
12;61;01;1;0950463;05338;ul.;Gardowskiego;Ludwika;2021-11-27
12;61;01;1;0950463;52892;ul.;Gardy-Godlewskiego;Pułkownika Edwarda;2021-11-27
12;61;01;1;0950463;05345;ul.;Garncarska;;2021-11-27
12;61;01;1;0950463;52803;ul.;Gawliny;bpa Józefa;2021-11-27
12;61;01;1;0950463;05403;ul.;Gazowa;;2021-11-27
12;61;01;1;0950463;05417;ul.;Gąsiorowskiego;Wacława;2021-11-27
12;61;01;1;0950463;05431;ul.;Gdańska;;2021-11-27
12;61;01;1;0950463;05438;ul.;Gdowska;;2021-11-27
12;61;01;1;0950463;05441;ul.;Gdyńska;;2021-11-27
12;61;01;1;0950463;05452;ul.;Geodetów;;2021-11-27
12;61;01;1;0950463;05456;ul.;Geologów;;2021-11-27
12;61;01;1;0950463;05460;ul.;Gerberowa;;2021-11-27
12;61;01;1;0950463;46344;ul.;Geremka;prof. Bronisława;2021-11-27
12;61;01;1;0950463;33051;ul.;Gerlaha;Mikołaja;2021-11-27
12;61;01;1;0950463;05464;ul.;Gersona;Wojciecha;2021-11-27
12;61;01;1;0950463;05465;ul.;Gertrudy;św.;2021-11-27
12;61;01;1;0950463;05476;ul.;Gęsia;;2021-11-27
12;61;01;1;0950463;33026;ul.;Giedroycia;Jerzego;2021-11-27
12;61;01;1;0950463;52961;ul.;Gierymskich;Maksymiliana i Aleksandra;2021-11-27
12;61;01;1;0950463;05523;ul.;Gilowa;;2021-11-27
12;61;01;1;0950463;05530;ul.;Gipsowa;;2021-11-27
12;61;01;1;0950463;05559;ul.;Gliniana;;2021-11-27
12;61;01;1;0950463;05570;ul.;Glinik;;2021-11-27
12;61;01;1;0950463;05587;ul.;Glogera;Zygmunta;2021-11-27
12;61;01;1;0950463;05601;ul.;Głębinowa;;2021-11-27
12;61;01;1;0950463;05606;ul.;Głęboka;;2021-11-27
12;61;01;1;0950463;05610;ul.;Głogowa;;2021-11-27
12;61;01;1;0950463;05612;ul.;Głogowiec;;2021-11-27
12;61;01;1;0950463;05614;ul.;Głogowska;;2021-11-27
12;61;01;1;0950463;05627;ul.;Głowackiego;Bartosza;2021-11-27
12;61;01;1;0950463;05654;ul.;Gminna;;2021-11-27
12;61;01;1;0950463;05670;ul.;Gnieźnieńska;;2021-11-27
12;61;01;1;0950463;42268;ul.;Gnysia;płk. Władysława;2021-11-27
12;61;01;1;0950463;05681;ul.;Godebskiego;Cypriana;2021-11-27
12;61;01;1;0950463;05689;ul.;Godlewskiego;Emila;2021-11-27
12;61;01;1;0950463;05705;ul.;Goetla;Walerego;2021-11-27
12;61;01;1;0950463;05737;ul.;Golikówka;;2021-11-27
12;61;01;1;0950463;05742;ul.;Golkowicka;;2021-11-27
12;61;01;1;0950463;05752;ul.;Gołaśka;;2021-11-27
12;61;01;1;0950463;05755;ul.;Gołąba;Stanisława;2021-11-27
12;61;01;1;0950463;05761;ul.;Gołębia;;2021-11-27
12;61;01;1;0950463;05787;ul.;Gombrowicza;Witolda;2021-11-27
12;61;01;1;0950463;05798;ul.;Gontyna;;2021-11-27
12;61;01;1;0950463;05802;ul.;Goplana;;2021-11-27
12;61;01;1;0950463;28990;ul.;Gorczyna;Jana Aleksandra;2021-11-27
12;61;01;1;0950463;05829;ul.;Goryczkowa;;2021-11-27
12;61;01;1;0950463;05848;ul.;Goslara;Juliana;2021-11-27
12;61;01;1;0950463;05853;ul.;Gospodarska;;2021-11-27
12;61;01;1;0950463;05867;ul.;Goszczyńskiego;Seweryna;2021-11-27
12;61;01;1;0950463;05876;ul.;Gościnna;;2021-11-27
12;61;01;1;0950463;05905;ul.;Goździkowa;;2021-11-27
12;61;01;1;0950463;05936;ul.;Górka Narodowa;;2021-11-27
12;61;01;1;0950463;05948;ul.;Górna;;2021-11-27
12;61;01;1;0950463;05961;ul.;Górnickiego;Łukasza;2021-11-27
12;61;01;1;0950463;05970;ul.;Górników;;2021-11-27
12;61;01;1;0950463;05989;ul.;Górska;;2021-11-27
12;61;01;1;0950463;29287;ul.;Grabczaka;Ignacego;2021-11-27
12;61;01;1;0950463;06029;ul.;Grabowa;;2021-11-27
12;61;01;1;0950463;06039;ul.;Grabowskiego;Ambrożego;2021-11-27
12;61;01;1;0950463;06057;ul.;Gradowa;;2021-11-27
12;61;01;1;0950463;06066;ul.;Gramatyka;;2021-11-27
12;61;01;1;0950463;06075;ul.;Graniczna;;2021-11-27
12;61;01;1;0950463;06077;ul.;Granitowa;;2021-11-27
12;61;01;1;0950463;06081;ul.;Grawerska;;2021-11-27
12;61;01;1;0950463;06083;ul.;Grażyny;;2021-11-27
12;61;01;1;0950463;06087;ul.;Grąby;;2021-11-27
12;61;01;1;0950463;06099;ul.;Grenadierów;;2021-11-27
12;61;01;1;0950463;06103;ul.;Grębałowska;;2021-11-27
12;61;01;1;0950463;06133;ul.;Grochowa;;2021-11-27
12;61;01;1;0950463;06135;ul.;Grochowiaka;Stanisława;2021-11-27
12;61;01;1;0950463;06137;ul.;Grochowska;;2021-11-27
12;61;01;1;0950463;06160;ul.;Grodzisko;;2021-11-27
12;61;01;1;0950463;06163;ul.;Grodzka;;2021-11-27
12;61;01;1;0950463;06165;ul.;Groickiego;Bartłomieja;2021-11-27
12;61;01;1;0950463;06168;ul.;Gromady Grudziąż;;2021-11-27
12;61;01;1;0950463;06169;ul.;Gromadzka;;2021-11-27
12;61;01;1;0950463;06178;ul.;Gronostajowa;;2021-11-27
12;61;01;1;0950463;06179;ul.;Gronowa;;2021-11-27
12;61;01;1;0950463;06183;ul.;Groszkowa;;2021-11-27
12;61;01;1;0950463;06192;ul.;Grota-Roweckiego;Stefana;2021-11-27
12;61;01;1;0950463;06260;ul.;Grunwaldzka;;2021-11-27
12;61;01;1;0950463;06270;ul.;Gruszczyńskiego;Włodzimierza;2021-11-27
12;61;01;1;0950463;06281;ul.;Gryczana;;2021-11-27
12;61;01;1;0950463;06291;ul.;Gryfity;Jaxy;2021-11-27
12;61;01;1;0950463;06292;ul.;Gryglewskiego;Aleksandra;2021-11-27
12;61;01;1;0950463;06307;ul.;Grzecha;Jana;2021-11-27
12;61;01;1;0950463;06312;ul.;Grzegorza z Sanoka;;2021-11-27
12;61;01;1;0950463;06316;ul.;Grzegorzewskiej;Marii;2021-11-27
12;61;01;1;0950463;06319;ul.;Grzegórzecka;;2021-11-27
12;61;01;1;0950463;26953;ul.;Grzepskiego;Stanisława;2021-11-27
12;61;01;1;0950463;55364;ul.;Grzesiaka;Józefa;2021-11-27
12;61;01;1;0950463;06340;ul.;Grzybki;;2021-11-27
12;61;01;1;0950463;06374;ul.;Gumniska;;2021-11-27
12;61;01;1;0950463;06375;ul.;Gumowskiego;Jana;2021-11-27
12;61;01;1;0950463;06380;ul.;Gurgacza;ks. Władysława;2021-11-27
12;61;01;1;0950463;29619;ul.;Gutenberga;Jana;2021-11-27
12;61;01;1;0950463;06415;ul.;Gwarna;;2021-11-27
12;61;01;1;0950463;06425;ul.;Gwieździsta;;2021-11-27
12;61;01;1;0950463;06434;ul.;Gzymsików;;2021-11-27
12;61;01;1;0950463;06441;ul.;Habeli;Adama;2021-11-27
12;61;01;1;0950463;06443;ul.;Habina;;2021-11-27
12;61;01;1;0950463;06466;ul.;Halczyna;Wojciecha;2021-11-27
12;61;01;1;0950463;06470;ul.;Halicka;;2021-11-27
12;61;01;1;0950463;06476;ul.;Halki;;2021-11-27
12;61;01;1;0950463;06486;ul.;Hallera;Jana;2021-11-27
12;61;01;1;0950463;06492;ul.;Halszki;por.;2021-11-27
12;61;01;1;0950463;06500;ul.;Hamernia;;2021-11-27
12;61;01;1;0950463;33057;ul.;Harasymowicza;Jerzego;2021-11-27
12;61;01;1;0950463;06523;ul.;Harcerska;;2021-11-27
12;61;01;1;0950463;06527;ul.;Harcerzy Krakowskich;;2021-11-27
12;61;01;1;0950463;06542;ul.;Harnasiów;;2021-11-27
12;61;01;1;0950463;06567;ul.;Heila;Edwarda;2021-11-27
12;61;01;1;0950463;06570;ul.;Hektary;;2021-11-27
12;61;01;1;0950463;06572;ul.;Helclów;;2021-11-27
12;61;01;1;0950463;06577;ul.;Heleny;;2021-11-27
12;61;01;1;0950463;06579;ul.;Heligundy;;2021-11-27
12;61;01;1;0950463;06588;ul.;Heltmana;Wiktora;2021-11-27
12;61;01;1;0950463;06591;ul.;Hemara;Mariana;2021-11-27
12;61;01;1;0950463;06600;ul.;Henryka Brodatego;;2021-11-27
12;61;01;1;0950463;31283;ul.;Herberta;Zbigniewa;2021-11-27
12;61;01;1;0950463;06613;ul.;Herbowa;;2021-11-27
12;61;01;1;0950463;32982;ul.;Herlinga-Grudzińskiego;Gustawa;2021-11-27
12;61;01;1;0950463;06633;ul.;Herwina-Piątka;Kazimierza;2021-11-27
12;61;01;1;0950463;28516;ul.;Herzoga;Józefa;2021-11-27
12;61;01;1;0950463;06637;ul.;Hetmańska;;2021-11-27
12;61;01;1;0950463;06643;ul.;Heweliusza;Jana;2021-11-27
12;61;01;1;0950463;06650;ul.;Hiacyntowa;;2021-11-27
12;61;01;1;0950463;06680;ul.;Hoborskiego;Antoniego;2021-11-27
12;61;01;1;0950463;52943;ul.;Hodura;bpa Franciszka;2021-11-27
12;61;01;1;0950463;06691;ul.;Hoffmanowej;Klementyny;2021-11-27
12;61;01;1;0950463;06692;ul.;Hofmana;Vlastimila;2021-11-27
12;61;01;1;0950463;06700;ul.;Hollendra;Tadeusza;2021-11-27
12;61;01;1;0950463;06705;ul.;Hołdu Pruskiego;;2021-11-27
12;61;01;1;0950463;35327;ul.;Homolacsa;Karola;2021-11-27
12;61;01;1;0950463;06731;ul.;Horaka;Alojzego;2021-11-27
12;61;01;1;0950463;06737;ul.;Horodelska;;2021-11-27
12;61;01;1;0950463;06750;ul.;Hoyera;Henryka;2021-11-27
12;61;01;1;0950463;06756;ul.;Hoża;;2021-11-27
12;61;01;1;0950463;06776;ul.;Hubalczyków;;2021-11-27
12;61;01;1;0950463;06792;ul.;Huculska;;2021-11-27
12;61;01;1;0950463;06797;ul.;Hufcowa;;2021-11-27
12;61;01;1;0950463;06807;ul.;Humberta;Szczepana;2021-11-27
12;61;01;1;0950463;39841;ul.;Humboldta;Aleksandra;2021-11-27
12;61;01;1;0950463;06815;ul.;Husarska;;2021-11-27
12;61;01;1;0950463;06830;ul.;Hutnika;Michała;2021-11-27
12;61;01;1;0950463;46448;ul.;Hyca;Księdza Jana;2021-11-27
12;61;01;1;0950463;06837;ul.;Hynka;Franciszka;2021-11-27
12;61;01;1;0950463;28535;ul.;Hypty;Franciszka;2021-11-27
12;61;01;1;0950463;06849;ul.;Idziego;św.;2021-11-27
12;61;01;1;0950463;06851;ul.;Idzikowskiego;Ludwika;2021-11-27
12;61;01;1;0950463;06867;ul.;Igołomska;;2021-11-27
12;61;01;1;0950463;06868;ul.;Igrców;;2021-11-27
12;61;01;1;0950463;06882;ul.;Iłowa;;2021-11-27
12;61;01;1;0950463;06889;ul.;Imbramowska;;2021-11-27
12;61;01;1;0950463;06892;ul.;Imielna;;2021-11-27
12;61;01;1;0950463;06905;ul.;Ingardena;Romana;2021-11-27
12;61;01;1;0950463;28533;ul.;Inicjatywy Lokalnej;;2021-11-27
12;61;01;1;0950463;06915;ul.;Insurekcji Kościuszkowskiej;;2021-11-27
12;61;01;1;0950463;06933;ul.;Irysowa;;2021-11-27
12;61;01;1;0950463;06935;ul.;Irzykowskiego;Karola;2021-11-27
12;61;01;1;0950463;06936;ul.;Isep;;2021-11-27
