WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
12;61;01;1;0950463;39837;ul.;Iwaszki;Ludwika;2021-11-27
12;61;01;1;0950463;06944;ul.;Iwaszkiewicza;Jarosława;2021-11-27
12;61;01;1;0950463;06947;ul.;Iwonicka;;2021-11-27
12;61;01;1;0950463;06949;ul.;Izaaka;;2021-11-27
12;61;01;1;0950463;06969;ul.;Jabłonkowska;;2021-11-27
12;61;01;1;0950463;06970;ul.;Jabłonna;;2021-11-27
12;61;01;1;0950463;06973;ul.;Jabłonowskich;;2021-11-27
12;61;01;1;0950463;06986;ul.;Jachimeckiego;Zdzisława;2021-11-27
12;61;01;1;0950463;06990;ul.;Jachowicza;Stanisława;2021-11-27
12;61;01;1;0950463;06996;ul.;Jacka;św.;2021-11-27
12;61;01;1;0950463;10003;ul.;Jadwigi;Królowej;2021-11-27
12;61;01;1;0950463;07016;ul.;Jadwigi z Łobzowa;;2021-11-27
12;61;01;1;0950463;07019;ul.;Jadźwingów;;2021-11-27
12;61;01;1;0950463;00341;ul.;Jagiellonki;Anny;2021-11-27
12;61;01;1;0950463;07029;ul.;Jagiellońska;;2021-11-27
12;61;01;1;0950463;07038;ul.;Jagiełka;;2021-11-27
12;61;01;1;0950463;07047;ul.;Jagienki;;2021-11-27
12;61;01;1;0950463;07048;ul.;Jaglana;;2021-11-27
12;61;01;1;0950463;07049;ul.;Jaglarzów;Michała i Stanisława;2021-11-27
12;61;01;1;0950463;07059;ul.;Jagodowa;;2021-11-27
12;61;01;1;0950463;29620;ul.;Jahody;Roberta;2021-11-27
12;61;01;1;0950463;07076;ul.;Jakuba;;2021-11-27
12;61;01;1;0950463;30688;ul.;Jakubca;Władysława;2021-11-27
12;61;01;1;0950463;07089;ul.;Jakubowskiego;Macieja;2021-11-27
12;61;01;1;0950463;07097;ul.;Jałowcowa;;2021-11-27
12;61;01;1;0950463;01974;ul.;Jamków;Braci;2021-11-27
12;61;01;1;0950463;07113;ul.;Jana;św.;2021-11-27
12;61;01;1;0950463;07117;ul.;Jana Kazimierza;;2021-11-27
12;61;01;1;0950463;14941;ul.;Jana Olbrachta;;2021-11-27
12;61;01;1;0950463;20427;ul.;Jana Sobieskiego;;2021-11-27
12;61;01;1;0950463;07129;ul.;Jana XXIII;;2021-11-27
12;61;01;1;0950463;07143;ul.;Janasówka;;2021-11-27
12;61;01;1;0950463;07146;ul.;Jancarza;ks. Kazimierza;2021-11-27
12;61;01;1;0950463;07151;ul.;Janczarskiego;Czesława;2021-11-27
12;61;01;1;0950463;07157;ul.;Janickiego;Klemensa;2021-11-27
12;61;01;1;0950463;29924;ul.;Janiszewskiego;Tomasza;2021-11-27
12;61;01;1;0950463;07194;ul.;Janosika;;2021-11-27
12;61;01;1;0950463;07197;ul.;Janowa Wola;;2021-11-27
12;61;01;1;0950463;07207;ul.;Janowskiego;Jana;2021-11-27
12;61;01;1;0950463;07216;ul.;Jantarowa;;2021-11-27
12;61;01;1;0950463;52198;ul.;Janusa;Majora Pilota Stefana;2021-11-27
12;61;01;1;0950463;28991;ul.;Jar;;2021-11-27
12;61;01;1;0950463;07240;ul.;Jaracza;Stefana;2021-11-27
12;61;01;1;0950463;07245;ul.;Jaremy;Marii;2021-11-27
12;61;01;1;0950463;07254;ul.;Jarockiego;Władysława;2021-11-27
12;61;01;1;0950463;07264;ul.;Jarosławska;;2021-11-27
12;61;01;1;0950463;07291;ul.;Jarzębiny;;2021-11-27
12;61;01;1;0950463;07296;ul.;Jarzynowa;;2021-11-27
12;61;01;1;0950463;28606;ul.;Jasełkowa;;2021-11-27
12;61;01;1;0950463;07298;ul.;Jasia i Małgosi;;2021-11-27
12;61;01;1;0950463;07299;ul.;Jasielska;;2021-11-27
12;61;01;1;0950463;07302;ul.;Jasienicy;Pawła;2021-11-27
12;61;01;1;0950463;07308;ul.;Jasieńskiego;Feliksa;2021-11-27
12;61;01;1;0950463;07314;ul.;Jasińskiego;gen. Jakuba;2021-11-27
12;61;01;1;0950463;29006;ul.;Jasiukowicza;Stanisława;2021-11-27
12;61;01;1;0950463;07329;ul.;Jaskółcza;;2021-11-27
12;61;01;1;0950463;07331;ul.;Jaskra;Mikołaja;2021-11-27
12;61;01;1;0950463;07332;ul.;Jaskrowa;;2021-11-27
12;61;01;1;0950463;07335;ul.;Jasna;;2021-11-27
12;61;01;1;0950463;07343;ul.;Jasnogórska;;2021-11-27
12;61;01;1;0950463;07344;ul.;Jasnorzewskiej;Marii;2021-11-27
12;61;01;1;0950463;07354;ul.;Jastrzębia;;2021-11-27
12;61;01;1;0950463;07380;ul.;Jaśminowa;;2021-11-27
12;61;01;1;0950463;07394;ul.;Jaworowa;;2021-11-27
12;61;01;1;0950463;07401;ul.;Jaworskiego;;2021-11-27
12;61;01;1;0950463;07416;ul.;Jazowa;;2021-11-27
12;61;01;1;0950463;07459;ul.;Jeleniogórska;;2021-11-27
12;61;01;1;0950463;07460;ul.;Jeleniowa;;2021-11-27
12;61;01;1;0950463;28992;ul.;Jelskiego;Konstantego;2021-11-27
12;61;01;1;0950463;07477;ul.;Jemiołowa;;2021-11-27
12;61;01;1;0950463;07478;ul.;Jemiołuszek;;2021-11-27
12;61;01;1;0950463;07486;ul.;Jerozolimska;;2021-11-27
12;61;01;1;0950463;07498;ul.;Jerzmanowskiego;Erazma;2021-11-27
12;61;01;1;0950463;07499;ul.;Jesienna;;2021-11-27
12;61;01;1;0950463;07506;ul.;Jesionowa;;2021-11-27
12;61;01;1;0950463;07518;ul.;Jezierskiego;Jacka;2021-11-27
12;61;01;1;0950463;07524;ul.;Jeziorany;;2021-11-27
12;61;01;1;0950463;07531;ul.;Jeziorko;;2021-11-27
12;61;01;1;0950463;07543;ul.;Jezuitów;;2021-11-27
12;61;01;1;0950463;07544;ul.;Jeździecka;;2021-11-27
12;61;01;1;0950463;28987;ul.;Jeżów;;2021-11-27
12;61;01;1;0950463;07562;ul.;Jeżynowa;;2021-11-27
12;61;01;1;0950463;07563;ul.;Jęczmienna;;2021-11-27
12;61;01;1;0950463;07569;ul.;Jędrzejczyka;Ludwika;2021-11-27
12;61;01;1;0950463;07582;ul.;Jodłowa;;2021-11-27
12;61;01;1;0950463;07598;ul.;Jontkowa Górka;;2021-11-27
12;61;01;1;0950463;07609;ul.;Jordanowska;;2021-11-27
12;61;01;1;0950463;07617;ul.;Joselewicza;Berka;2021-11-27
12;61;01;1;0950463;07623;ul.;Józefa;;2021-11-27
12;61;01;1;0950463;07624;ul.;Józefa;Księcia;2021-11-27
12;61;01;1;0950463;07632;ul.;Józefińska;;2021-11-27
12;61;01;1;0950463;07633;ul.;Józefitów;;2021-11-27
12;61;01;1;0950463;07641;ul.;Jubileuszowa;;2021-11-27
12;61;01;1;0950463;07650;ul.;Jugowicka;;2021-11-27
12;61;01;1;0950463;07660;ul.;Junacka;;2021-11-27
12;61;01;1;0950463;07668;ul.;Jurajska;;2021-11-27
12;61;01;1;0950463;07670;ul.;Juranda ze Spychowa;;2021-11-27
12;61;01;1;0950463;52191;ul.;Jurczaka;Stefana;2021-11-27
12;61;01;1;0950463;28517;ul.;Jurowicza;Jerzego;2021-11-27
12;61;01;1;0950463;07692;ul.;Justowska;;2021-11-27
12;61;01;1;0950463;07698;ul.;Jutrzenka;;2021-11-27
12;61;01;1;0950463;07702;ul.;Jutrzyńska;;2021-11-27
12;61;01;1;0950463;07715;ul.;Kacza;;2021-11-27
12;61;01;1;0950463;33063;ul.;Kaczary;Jana;2021-11-27
12;61;01;1;0950463;07722;ul.;Kaczeńcowa;;2021-11-27
12;61;01;1;0950463;27795;ul.;Kaczmarczyka;Alojzego;2021-11-27
12;61;01;1;0950463;07741;ul.;Kaczorówka;;2021-11-27
12;61;01;1;0950463;52839;ul.;Kaczyńskiego;Księdza Zygmunta;2021-11-27
12;61;01;1;0950463;07750;ul.;Kadecka;;2021-11-27
12;61;01;1;0950463;07753;ul.;Kadena-Bandrowskiego;Juliusza;2021-11-27
12;61;01;1;0950463;07759;ul.;Kadłubka;Wincentego;2021-11-27
12;61;01;1;0950463;33367;ul.;Kadrówki;;2021-11-27
12;61;01;1;0950463;07771;ul.;Kaimska;;2021-11-27
12;61;01;1;0950463;28536;ul.;Kajzera;ks. Władysława;2021-11-27
12;61;01;1;0950463;07782;ul.;Kaktusowa;;2021-11-27
12;61;01;1;0950463;07793;ul.;Kalenkiewicza;Macieja;2021-11-27
12;61;01;1;0950463;07804;ul.;Kalinowa;;2021-11-27
12;61;01;1;0950463;45062;ul.;Kalinowskiego;Świętego Rafała;2021-11-27
12;61;01;1;0950463;07823;ul.;Kaliska;;2021-11-27
12;61;01;1;0950463;07835;ul.;Kallimacha;Filipa;2021-11-27
12;61;01;1;0950463;07842;ul.;Kalwaryjska;;2021-11-27
12;61;01;1;0950463;07843;ul.;Kalwińska;;2021-11-27
12;61;01;1;0950463;28282;ul.;Kałuży;Józefa;2021-11-27
12;61;01;1;0950463;29615;ul.;Kamberskiego;Mieczysława;2021-11-27
12;61;01;1;0950463;07857;ul.;Kamedulska;;2021-11-27
12;61;01;1;0950463;07860;ul.;Kameliowa;;2021-11-27
12;61;01;1;0950463;07862;ul.;Kameralna;;2021-11-27
12;61;01;1;0950463;07864;ul.;Kamieniarska;;2021-11-27
12;61;01;1;0950463;07873;ul.;Kamieniecka;;2021-11-27
12;61;01;1;0950463;07879;ul.;Kamienna;;2021-11-27
12;61;01;1;0950463;07894;ul.;Kamieńskiego;Henryka;2021-11-27
12;61;01;1;0950463;07912;ul.;Kamionka;;2021-11-27
12;61;01;1;0950463;07931;ul.;Kanarkowa;;2021-11-27
12;61;01;1;0950463;07949;ul.;Kanonicza;;2021-11-27
12;61;01;1;0950463;07952;ul.;Kanonierów;;2021-11-27
12;61;01;1;0950463;07961;ul.;Kantora;Tadeusza;2021-11-27
12;61;01;1;0950463;07963;ul.;Kantorowicka;;2021-11-27
12;61;01;1;0950463;07969;ul.;Kapelanka;;2021-11-27
12;61;01;1;0950463;37869;ul.;Kaplickiego;Mieczysława;2021-11-27
12;61;01;1;0950463;07997;ul.;Kapucyńska;;2021-11-27
12;61;01;1;0950463;52960;ul.;Karabuły;Księdza Wojciecha;2021-11-27
12;61;01;1;0950463;36960;ul.;Karasiówka;;2021-11-27
12;61;01;1;0950463;08012;ul.;Karaszewicza-Tokarzewskiego;gen. Michała;2021-11-27
12;61;01;1;0950463;52946;ul.;Karcza;Generała Jana;2021-11-27
12;61;01;1;0950463;08058;ul.;Karłowicza;Mieczysława;2021-11-27
12;61;01;1;0950463;08061;ul.;Karmelicka;;2021-11-27
12;61;01;1;0950463;08094;ul.;Karowa;;2021-11-27
12;61;01;1;0950463;08096;ul.;Karpacka;;2021-11-27
12;61;01;1;0950463;08106;ul.;Karpińskiego;Franciszka;2021-11-27
12;61;01;1;0950463;08153;ul.;Kasprowicza;Jana;2021-11-27
12;61;01;1;0950463;08163;ul.;Kasprzyckiego;Tadeusza;2021-11-27
12;61;01;1;0950463;27796;ul.;Kasznicy;Stanisława;2021-11-27
12;61;01;1;0950463;08179;ul.;Kasztelańska;;2021-11-27
12;61;01;1;0950463;08183;ul.;Kaszubska;;2021-11-27
12;61;01;1;0950463;08199;ul.;Katarzyny;św.;2021-11-27
12;61;01;1;0950463;08206;ul.;Katowicka;;2021-11-27
12;61;01;1;0950463;08235;ul.;Kawiory;;2021-11-27
12;61;01;1;0950463;08239;ul.;Kawowa;;2021-11-27
12;61;01;1;0950463;08259;ul.;Kazimierza Jagiellończyka;;2021-11-27
12;61;01;1;0950463;08260;ul.;Kazimierza Odnowiciela;;2021-11-27
12;61;01;1;0950463;08261;ul.;Kazimierza Sprawiedliwego;;2021-11-27
12;61;01;1;0950463;08265;ul.;Kazimierza Wielkiego;;2021-11-27
12;61;01;1;0950463;08281;ul.;Kącik;;2021-11-27
12;61;01;1;0950463;08291;ul.;Kąkolowa;;2021-11-27
12;61;01;1;0950463;08294;ul.;Kąpielowa;;2021-11-27
12;61;01;1;0950463;08297;ul.;Kąt;;2021-11-27
12;61;01;1;0950463;08301;ul.;Kątowa;;2021-11-27
12;61;01;1;0950463;08319;ul.;Kenara;Antoniego;2021-11-27
12;61;01;1;0950463;08325;ul.;Ketlinga;;2021-11-27
12;61;01;1;0950463;08337;ul.;Kędzierzyńska;;2021-11-27
12;61;01;1;0950463;28537;ul.;Kępińskiego;Antoniego;2021-11-27
12;61;01;1;0950463;08354;ul.;Kępna;;2021-11-27
12;61;01;1;0950463;08356;ul.;Kępska;;2021-11-27
12;61;01;1;0950463;08379;ul.;Kielecka;;2021-11-27
12;61;01;1;0950463;08390;ul.;Kiełkowskiego;Romana;2021-11-27
12;61;01;1;0950463;27659;ul.;Kiemliczów;Braci;2021-11-27
12;61;01;1;0950463;08396;ul.;Kiepury;Jana;2021-11-27
12;61;01;1;0950463;08417;ul.;Kierzkowskiego;Kazimierza;2021-11-27
12;61;01;1;0950463;08424;ul.;Kijanki;;2021-11-27
12;61;01;1;0950463;08435;ul.;Kilińskiego;Jana;2021-11-27
12;61;01;1;0950463;08446;ul.;Kingi;św.;2021-11-27
12;61;01;1;0950463;33052;ul.;Kirchmajera;Wincentego;2021-11-27
12;61;01;1;0950463;08458;ul.;Kisielewskiego;Stefana;2021-11-27
12;61;01;1;0950463;52807;ul.;Kiwerskiego;Generała;2021-11-27
12;61;01;1;0950463;08485;ul.;Klasztorna;;2021-11-27
12;61;01;1;0950463;08496;ul.;Kleeberga;Franciszka;2021-11-27
12;61;01;1;0950463;08501;ul.;Kleinera;Juliusza;2021-11-27
12;61;01;1;0950463;08507;ul.;Klemensa z Ruszczy;;2021-11-27
12;61;01;1;0950463;08508;ul.;Klemensiewicza;Zenona;2021-11-27
12;61;01;1;0950463;08547;ul.;Klimeckiego;Stanisława;2021-11-27
12;61;01;1;0950463;08562;ul.;Kliniec;;2021-11-27
12;61;01;1;0950463;08575;ul.;Klonowica;Sebastiana;2021-11-27
12;61;01;1;0950463;08587;ul.;Kluczborska;;2021-11-27
12;61;01;1;0950463;08596;ul.;Kluka;Jana Krzysztofa;2021-11-27
12;61;01;1;0950463;08604;ul.;Kluszewskiego;Jacka;2021-11-27
12;61;01;1;0950463;08606;ul.;Kluzeka;Piotra;2021-11-27
12;61;01;1;0950463;42269;inne;Kładka Ojca Bernatka;;2021-11-27
12;61;01;1;0950463;31115;ul.;Kłaka;Franciszka;2021-11-27
12;61;01;1;0950463;08622;ul.;Kłodzka;;2021-11-27
12;61;01;1;0950463;08633;ul.;Kłosowa;;2021-11-27
12;61;01;1;0950463;08635;ul.;Kłosowskiego;Stanisława;2021-11-27
12;61;01;1;0950463;08640;ul.;Kłuszyńska;;2021-11-27
12;61;01;1;0950463;08643;ul.;Kmicica;;2021-11-27
12;61;01;1;0950463;08645;ul.;Kmieca;;2021-11-27
12;61;01;1;0950463;52810;ul.;Kmietowicza;Leopolda;2021-11-27
12;61;01;1;0950463;08652;ul.;Kminkowa;;2021-11-27
12;61;01;1;0950463;08665;ul.;Kniaźnina;Franciszka;2021-11-27
12;61;01;1;0950463;08691;ul.;Kobierzyńska;;2021-11-27
12;61;01;1;0950463;08728;ul.;Kochanowskiego;Jana;2021-11-27
12;61;01;1;0950463;08734;ul.;Kochmańskiego;Tadeusza;2021-11-27
12;61;01;1;0950463;08750;ul.;Kocmyrzowska;;2021-11-27
12;61;01;1;0950463;08767;ul.;Kogucia;;2021-11-27
12;61;01;1;0950463;08772;ul.;Kokosowa;;2021-11-27
12;61;01;1;0950463;08784;ul.;Kokotowska;;2021-11-27
12;61;01;1;0950463;08795;ul.;Kolarzy;;2021-11-27
12;61;01;1;0950463;08807;ul.;Kolbego;św. Maksymiliana Marii;2021-11-27
12;61;01;1;0950463;08812;ul.;Kolberga;Oskara;2021-11-27
12;61;01;1;0950463;08823;ul.;Kolejarzy;;2021-11-27
12;61;01;1;0950463;08828;ul.;Kolejowa;;2021-11-27
12;61;01;1;0950463;08840;ul.;Koletek;;2021-11-27
12;61;01;1;0950463;28983;ul.;Kolędnicza;;2021-11-27
12;61;01;1;0950463;08846;ul.;Kolista;;2021-11-27
12;61;01;1;0950463;08848;ul.;Kolna;;2021-11-27
12;61;01;1;0950463;08975;ul.;Kolonijna;;2021-11-27
12;61;01;1;0950463;08991;ul.;Kołaczkowskiego;Stefana;2021-11-27
12;61;01;1;0950463;08992;ul.;Kołaczy;;2021-11-27
12;61;01;1;0950463;09003;ul.;Kołłątaja;Hugona;2021-11-27
12;61;01;1;0950463;32829;ul.;Koło Białuchy;;2021-11-27
12;61;01;1;0950463;09008;ul.;Koło Strzelnicy;;2021-11-27
12;61;01;1;0950463;09009;ul.;Kołobrzeska;;2021-11-27
12;61;01;1;0950463;09015;ul.;Kołodziejska;;2021-11-27
12;61;01;1;0950463;09018;ul.;Kołowa;;2021-11-27
12;61;01;1;0950463;09026;ul.;Komandosów;;2021-11-27
12;61;01;1;0950463;09035;ul.;Komasy;;2021-11-27
12;61;01;1;0950463;09077;ul.;Komorowskiego;Bolesława;2021-11-27
12;61;01;1;0950463;09091;ul.;Kompozytorów;;2021-11-27
12;61;01;1;0950463;09101;ul.;Komuny Paryskiej;;2021-11-27
12;61;01;1;0950463;09111;ul.;Konarskiego;Stanisława;2021-11-27
12;61;01;1;0950463;27651;ul.;Konecznego;Feliksa;2021-11-27
12;61;01;1;0950463;09134;ul.;Konfederacka;;2021-11-27
12;61;01;1;0950463;52193;ul.;Konopczyńskiego;prof. Władysława;2021-11-27
12;61;01;1;0950463;09179;ul.;Konopna;;2021-11-27
12;61;01;1;0950463;09186;ul.;Konopnickiej;Marii;2021-11-27
12;61;01;1;0950463;35677;ul.;Kontryma;Bolesława;2021-11-27
12;61;01;1;0950463;09223;ul.;Konwaliowa;;2021-11-27
12;61;01;1;0950463;27803;ul.;Konwisarzy;;2021-11-27
12;61;01;1;0950463;09237;ul.;Kopalina;;2021-11-27
12;61;01;1;0950463;09244;ul.;Kopaniec;;2021-11-27
12;61;01;1;0950463;09272;ul.;Kopernickiego;Izydora;2021-11-27
12;61;01;1;0950463;09282;ul.;Kopernika;Mikołaja;2021-11-27
12;61;01;1;0950463;09284;ul.;Kopery;Feliksa;2021-11-27
12;61;01;1;0950463;53058;inne;Kopiec Józefa Piłsudskiego;;2021-11-27
12;61;01;1;0950463;09290;inne;Kopiec Krakusa;;2021-11-27
12;61;01;1;0950463;52952;ul.;Kopiec Krakusa;;2021-11-27
12;61;01;1;0950463;53059;inne;Kopiec Tadeusza Kościuszki;;2021-11-27
12;61;01;1;0950463;09292;inne;Kopiec Wandy;;2021-11-27
12;61;01;1;0950463;09300;ul.;Koprowa;;2021-11-27
12;61;01;1;0950463;09316;ul.;Koralowa;;2021-11-27
12;61;01;1;0950463;43367;ul.;Korbońskiego;Stefana;2021-11-27
12;61;01;1;0950463;37179;ul.;Korbutowej;Ludmiły;2021-11-27
12;61;01;1;0950463;09329;ul.;Korczaka;Janusza;2021-11-27
12;61;01;1;0950463;28993;ul.;Korczyńskiego;Ludomiła;2021-11-27
12;61;01;1;0950463;09341;ul.;Kordeckiego;Augustyna;2021-11-27
12;61;01;1;0950463;09347;ul.;Kordiana;;2021-11-27
12;61;01;1;0950463;09349;ul.;Kordylewskiego;Kazimierza;2021-11-27
12;61;01;1;0950463;09351;ul.;Korepty;Jana;2021-11-27
12;61;01;1;0950463;09357;ul.;Korfantego;Wojciecha;2021-11-27
12;61;01;1;0950463;09361;ul.;Kormoranów;;2021-11-27
12;61;01;1;0950463;29616;ul.;Korohody;Jerzego;2021-11-27
12;61;01;1;0950463;27655;ul.;Korony Polskiej;;2021-11-27
12;61;01;1;0950463;27660;ul.;Korpala;Michała;2021-11-27
12;61;01;1;0950463;09400;ul.;Korzeniaka;Grzegorza;2021-11-27
12;61;01;1;0950463;09407;ul.;Korzeniowskiego;Józefa;2021-11-27
12;61;01;1;0950463;09419;ul.;Kosiarzy;;2021-11-27
12;61;01;1;0950463;09440;ul.;Kosmonautów;;2021-11-27
12;61;01;1;0950463;09444;ul.;Kosmowskiej;Ireny;2021-11-27
12;61;01;1;0950463;09448;ul.;Kosocicka;;2021-11-27
12;61;01;1;0950463;09453;ul.;Kosów;;2021-11-27
12;61;01;1;0950463;48384;ul.;Kostaneckiego;Kazimierza;2021-11-27
12;61;01;1;0950463;09486;ul.;Kostrzecka;;2021-11-27
12;61;01;1;0950463;09489;ul.;Kostrzewskiego;Józefa;2021-11-27
12;61;01;1;0950463;09501;ul.;Kosynierów;;2021-11-27
12;61;01;1;0950463;09509;ul.;Koszalińska;;2021-11-27
12;61;01;1;0950463;34455;ul.;Koszarówka;;2021-11-27
12;61;01;1;0950463;09525;ul.;Koszutki;;2021-11-27
12;61;01;1;0950463;09535;ul.;Koszykarska;;2021-11-27
12;61;01;1;0950463;09546;ul.;Kościelna;;2021-11-27
12;61;01;1;0950463;09550;ul.;Kościelnicka;;2021-11-27
12;61;01;1;0950463;09582;ul.;Kościuszki;Tadeusza;2021-11-27
12;61;01;1;0950463;09586;ul.;Kościuszkowców;;2021-11-27
12;61;01;1;0950463;09612;ul.;Kotlarczyków;Jana i Józefa;2021-11-27
12;61;01;1;0950463;09613;ul.;Kotlarska;;2021-11-27
12;61;01;1;0950463;28538;ul.;Kotowskiego;Floriana;2021-11-27
12;61;01;1;0950463;34373;ul.;Kotówka;;2021-11-27
12;61;01;1;0950463;09634;ul.;Kotsisa;Aleksandra;2021-11-27
12;61;01;1;0950463;09665;ul.;Kowalska;;2021-11-27
12;61;01;1;0950463;09670;ul.;Kowalskiego;Franciszka;2021-11-27
12;61;01;1;0950463;09694;ul.;Kownackiej;Marii;2021-11-27
12;61;01;1;0950463;09704;ul.;Kozia;;2021-11-27
12;61;01;1;0950463;09708;ul.;Koziarówka;;2021-11-27
12;61;01;1;0950463;09716;ul.;Kozienicka;;2021-11-27
12;61;01;1;0950463;09719;ul.;Kozietulskiego;Jana;2021-11-27
12;61;01;1;0950463;09753;ul.;Koźlarska;;2021-11-27
12;61;01;1;0950463;09758;ul.;Koźmiana;Kajetana;2021-11-27
12;61;01;1;0950463;41369;ul.;Krajewskiego;Ojca Eugeniusza;2021-11-27
12;61;01;1;0950463;09784;ul.;Krajobrazowa;;2021-11-27
12;61;01;1;0950463;09791;ul.;Kraka;;2021-11-27
12;61;01;1;0950463;09796;ul.;Krakowska;;2021-11-27
12;61;01;1;0950463;09808;ul.;Krakusa;;2021-11-27
12;61;01;1;0950463;09810;ul.;Krakusów;;2021-11-27
12;61;01;1;0950463;09819;ul.;Krańcowa;;2021-11-27
12;61;01;1;0950463;09830;ul.;Krasickiego;Ignacego;2021-11-27
12;61;01;1;0950463;26783;ul.;Krasnowolskiego;Józefa;2021-11-27
12;61;01;1;0950463;29291;ul.;Krasowa;;2021-11-27
12;61;01;1;0950463;09871;ul.;Kraszewskiego;Józefa Ignacego;2021-11-27
12;61;01;1;0950463;09894;ul.;Krawiecka;;2021-11-27
12;61;01;1;0950463;09907;ul.;Kremerowska;;2021-11-27
12;61;01;1;0950463;09909;ul.;Kremskiego;Jana;2021-11-27
12;61;01;1;0950463;09911;ul.;Kresowa;;2021-11-27
12;61;01;1;0950463;30686;ul.;Krępy;Aleksandra;2021-11-27
12;61;01;1;0950463;09925;ul.;Kręta;;2021-11-27
12;61;01;1;0950463;51562;ul.;Kriegera;Ignacego;2021-11-27
12;61;01;1;0950463;09935;ul.;Krochmalniki;;2021-11-27
12;61;01;1;0950463;09946;ul.;Krokusowa;;2021-11-27
12;61;01;1;0950463;09956;ul.;Kronikarza Galla;;2021-11-27
12;61;01;1;0950463;09965;ul.;Krośnieńska;;2021-11-27
12;61;01;1;0950463;09972;ul.;Krowoderska;;2021-11-27
12;61;01;1;0950463;09973;ul.;Krowoderskich Zuchów;;2021-11-27
12;61;01;1;0950463;30662;ul.;Króla;Wacława;2021-11-27
12;61;01;1;0950463;09987;ul.;Królewska;;2021-11-27
12;61;01;1;0950463;55366;ul.;Królikiewicza;Majora Adama;2021-11-27
12;61;01;1;0950463;10008;ul.;Królówka;;2021-11-27
12;61;01;1;0950463;10009;ul.;Krótka;;2021-11-27
12;61;01;1;0950463;10013;ul.;Krucza;;2021-11-27
12;61;01;1;0950463;32542;ul.;Krumłowskiego;Konstantego;2021-11-27
12;61;01;1;0950463;10035;ul.;Krupnicza;;2021-11-27
12;61;01;1;0950463;10045;ul.;Kruszwicka;;2021-11-27
12;61;01;1;0950463;38102;ul.;Krygowskiego;Władysława;2021-11-27
12;61;01;1;0950463;10061;ul.;Krymska;;2021-11-27
12;61;01;1;0950463;10066;ul.;Kryniczna;;2021-11-27
12;61;01;1;0950463;10078;ul.;Krystyna z Ostrowa;;2021-11-27
12;61;01;1;0950463;10081;ul.;Kryształowa;;2021-11-27
12;61;01;1;0950463;10099;ul.;Krzemieniecka;;2021-11-27
12;61;01;1;0950463;10105;ul.;Krzemionki;;2021-11-27
12;61;01;1;0950463;10119;ul.;Krzesławicka;;2021-11-27
12;61;01;1;0950463;10131;ul.;Krzewowa;;2021-11-27
12;61;01;1;0950463;10148;ul.;Krzymuskiego;Edmunda;2021-11-27
12;61;01;1;0950463;10157;ul.;Krzywa;;2021-11-27
12;61;01;1;0950463;10161;ul.;Krzywda;;2021-11-27
12;61;01;1;0950463;10167;ul.;Krzywickiego;Ludwika;2021-11-27
12;61;01;1;0950463;10174;ul.;Krzywoń;Anieli;2021-11-27
12;61;01;1;0950463;10180;ul.;Krzywy Zaułek;;2021-11-27
12;61;01;1;0950463;10187;ul.;Krzyżanowskiego;Adama;2021-11-27
12;61;01;1;0950463;10193;ul.;Krzyżańskiego;Mirosława;2021-11-27
12;61;01;1;0950463;10203;ul.;Krzyżówka;;2021-11-27
12;61;01;1;0950463;28539;ul.;Krzyżtoporska;;2021-11-27
12;61;01;1;0950463;29001;ul.;Księżarskiego;Feliksa;2021-11-27
12;61;01;1;0950463;10268;ul.;Księżycowa;;2021-11-27
12;61;01;1;0950463;38944;ul.;Ku Raciborowicom;;2021-11-27
12;61;01;1;0950463;29290;ul.;Kublińskiego;Marka;2021-11-27
12;61;01;1;0950463;29612;ul.;Kuczkowskiego;ks. Mikołaja;2021-11-27
12;61;01;1;0950463;27650;ul.;Kudlińskiego;dr. Tadeusza;2021-11-27
12;61;01;1;0950463;10344;ul.;Kujawska;;2021-11-27
12;61;01;1;0950463;27798;ul.;Kukiela;gen. Mariana;2021-11-27
12;61;01;1;0950463;29939;ul.;Kukiełek Golkowickich;;2021-11-27
12;61;01;1;0950463;36911;ul.;Kuklińskiego;płk. Ryszarda;2021-11-27
12;61;01;1;0950463;10358;ul.;Kukułcza;;2021-11-27
12;61;01;1;0950463;35353;ul.;Kulinowskiej;Zofii;2021-11-27
12;61;01;1;0950463;30687;ul.;Kułakowskiego;Henryka;2021-11-27
12;61;01;1;0950463;10402;ul.;Kunickiego;Stanisława;2021-11-27
12;61;01;1;0950463;10411;ul.;Kupa;;2021-11-27
12;61;01;1;0950463;10412;ul.;Kupały;;2021-11-27
12;61;01;1;0950463;10427;ul.;Kurasia;Ferdynanda;2021-11-27
12;61;01;1;0950463;10434;ul.;Kurczaba;Jana;2021-11-27
12;61;01;1;0950463;10444;ul.;Kurkowa;;2021-11-27
12;61;01;1;0950463;10450;ul.;Kurniki;;2021-11-27
12;61;01;1;0950463;10460;ul.;Kurozwęckiego;Dobiesława;2021-11-27
12;61;01;1;0950463;10465;ul.;Kurpińskiego;Karola;2021-11-27
12;61;01;1;0950463;26787;ul.;Kuryłowicza;Jerzego;2021-11-27
12;61;01;1;0950463;29611;ul.;Kurzei;ks. Józefa;2021-11-27
